name,avg_rmse,avg_mae,avg_pearson,avg_bias,avg_sign_precision,avg_total_time
Final Conditional PCI Surv-Only,0.18994403778733018,0.11594139946932246,0.4297189448696459,-0.048797223751694783,0.8382575757575758,22.63281045267076
Final Conditional PCI X-Only,0.21063784515968692,0.14486319314003188,0.21434079167642292,-0.04939525525444974,0.8228342803030303,22.30333166501739
Proper No PCI Conditional,0.5022115264890294,0.29710397549985523,0.13527667490023318,-0.07831562045810336,0.6817774621212122,15.322104947133498
