model_name,display_name,model_kind,fit_time_sec,x_dim,w_dim,z_dim,implemented_w_dim,implemented_z_dim,bootstrap_reps,n_subjects,cate_mean,cate_std,cate_min,cate_q25,cate_median,cate_q75,cate_max,age_peak_year,age_peak_cate_days,blp_age_only_coef,blp_age_only_se
final_conditional_x14,Final Conditional (All 14 in X),final_conditional,15.723396301269531,14,0,0,1,1,200,1083,2.315967180603967,11.783463980138317,-27.40335817273972,-4.35076466482373,0.7236908292385555,7.182293655944883,34.67408506894263,46.0,8.373733703393091,2.04649038560532,1.4540190251662826
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",final_conditional,16.987035751342773,12,2,2,2,2,200,1083,3.761810795136181,10.938537264469549,-25.80256077407324,-2.179116772011086,3.1182115809586697,8.8192821885509,34.93964709234612,62.0,6.368249104542668,1.5093518661742629,1.429519859789212
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",final_conditional,16.036970376968384,5,6,3,6,3,200,1083,5.934592869486367,12.746212982458998,-23.35704089410873,-1.932671374471779,3.5663050775118803,13.233976520179665,43.32562911519997,46.0,4.784478930933832,1.4357051932470484,1.441902530648058
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",final_conditional,15.523461818695068,6,4,4,4,4,200,1083,5.48384430840153,14.38879892019129,-26.24297138620096,-2.984324424443685,2.637613835034832,10.281532571151164,46.932181641935806,43.0,4.381882979856133,1.512176595405366,1.4401035989492046
r_csf_x14,R-CSF Baseline (All 14 in X),r_csf,21.320449590682983,14,0,0,0,0,200,1083,9.68490002623482,13.687488195379265,-18.8748360858442,-0.325138881116809,7.48007533805621,17.61068103177595,55.4694751298801,47.0,14.4321814634768,0.978226368261264,1.3496513857969623
