model_name,display_name,age_years,cate_days,cate_bootstrap_se,cate_ci_lower,cate_ci_upper
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",12.0,-11.302784942247518,16.350449130142025,-25.822496927557566,29.668856778537656
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",13.0,-10.803998452438782,16.345791464088848,-25.95753264805392,29.633501030153397
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",14.0,-10.599674208518593,16.316836603868605,-25.948557514853682,29.52958049664751
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",15.0,-10.502535920898504,16.296228011185157,-25.79391476478156,29.46359531168613
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",16.0,-10.307450757257222,16.281662710952766,-25.64418410947249,29.40899337466272
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",17.0,-9.747026884899139,16.351562044537815,-26.460696183371482,29.437811790145158
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",18.0,-8.928223218520296,16.380339098267193,-26.74134002815193,29.163093392205834
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",19.0,-8.554514862022538,16.368871403803325,-26.309372815567524,29.68858606688605
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",20.0,-8.21507110356018,16.303756204999253,-26.374892880793993,30.294072577474903
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",21.0,-8.084002579261163,16.263002919713337,-26.354839708882846,30.657787351708766
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",22.0,-7.946049558920648,16.271952768668736,-26.37505859673774,31.25929804472694
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",23.0,-7.682955100407415,16.122218617027414,-25.907110990000067,30.657388433450308
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",24.0,-6.6865605574403775,16.06923644816506,-25.698842050765382,31.094950404979524
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",25.0,-5.6843518423932275,15.919051221689914,-25.4235941557945,31.000480685151338
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",26.0,-4.111195654941845,15.157080439655024,-23.571258345889685,31.073781396086154
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",27.0,-3.7633351751937534,14.912809334390266,-23.692320129127403,31.089366982065656
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",28.0,-3.620755897153437,14.789532026969164,-22.350607119763993,31.124272692180448
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",29.0,-3.531299893589459,14.685929301675142,-22.26857232582658,32.309579237148604
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",30.0,-3.3328503927162654,14.700060722402553,-19.937166954176206,34.6808567200765
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",31.0,-2.9172779999064096,14.624900051629727,-19.14464023915662,34.812603999679325
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",32.0,-2.237771288285924,14.63397663174319,-18.68899557510327,35.55005716765038
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",33.0,-1.7107430933899666,14.632388157775502,-18.407414134489876,35.46343566011646
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",34.0,-0.6590064050259512,14.75324121887701,-17.740846074710845,35.411236744596245
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",35.0,0.07456556132550607,14.766565424832095,-17.017598483585655,35.197295131870824
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",36.0,0.4666733505965093,14.778855391749996,-16.75703751976137,35.117772274771895
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",37.0,0.6341462660028128,14.835849032712579,-16.76186450126543,37.643560769777736
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",38.0,1.1682363161910927,14.8172578896925,-16.349641829459962,38.17876089837511
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",39.0,1.448918596990183,14.80352157016345,-16.616709223687124,38.79109977517723
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",40.0,3.4343055794356516,14.818946090405625,-15.967692096974304,40.05241537608947
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",41.0,3.8190410638385663,14.884534849345725,-15.391515727150594,40.604858950615935
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",42.0,4.267935354081816,14.835117423885137,-15.118045054762856,40.95849815146408
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",43.0,4.43240517676246,15.035615350174439,-15.3045441704033,41.21787900615749
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",44.0,4.491788531924913,15.13133858749543,-15.226542371142294,41.20609000628345
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",45.0,4.754196297651696,15.206474239767696,-15.764658711276768,40.910420457272984
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",46.0,4.784478930933832,15.292329048033645,-16.290391828200264,40.968798347986215
final_conditional_rec_a,"Final Conditional (Rec A: profile X, severity W, history Z)",47.0,4.735962286190271,15.480031551208855,-17.40978752946986,41.31328016236403
