model_name,display_name,age_years,cate_days,cate_bootstrap_se,cate_ci_lower,cate_ci_upper
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",53.0,3.623501104765684,12.485707099663466,-13.65334452121638,35.51495049750015
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",54.0,3.6547605402069054,12.494028580231136,-13.509278976950537,35.282724860721935
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",55.0,3.7055071432450064,12.54004391178218,-13.373297013701004,35.164066211805135
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",56.0,3.631426677191503,12.573588705149927,-13.640343176019229,35.16177800083313
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",57.0,3.6625073337652556,12.60852019018019,-13.67556464564121,35.09150849988108
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",58.0,3.6318480552460133,12.66262808123702,-13.695697709694565,34.90137457943798
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",59.0,3.818839769766387,12.668737563470412,-13.68191315442372,34.96452619281285
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",60.0,3.731250057233832,12.653225148114203,-13.828806302599356,35.112052594432726
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",61.0,3.596373418045615,12.698180668223124,-13.53962146505985,34.7865789085007
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",62.0,3.6462602972852767,12.703335033647823,-13.644468844155767,35.20946763238397
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",63.0,3.624691879414795,12.719139019535241,-13.52813800254605,35.71333437263753
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",64.0,3.589265427679864,12.704242879962871,-13.513592075770541,35.82042199879027
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",65.0,3.508269137577754,12.752455064628222,-13.331903355567713,35.91176897416296
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",66.0,3.5584566069794286,12.777641784953856,-12.91523664933303,36.87522202853418
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",67.0,3.565123322541446,12.81685885586752,-12.508454786735927,36.99993889765021
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",68.0,3.49947740660671,12.84441222135912,-11.612738331685533,37.08187045661614
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",69.0,3.4968451126969797,12.911793999033296,-11.362249615259259,37.20547070731145
final_conditional_rec_b,"Final Conditional (Rec B: broad X, lab W, decision Z)",70.0,3.429374746263696,12.98259127794486,-11.58289252864035,37.20692518983755
