name,mean_pred,std_pred,mean_true_cate,std_true_cate,bias,rmse,mae,total_time,backend,sign_precision,pearson_correlation,target,case_id,case_slug,case_title,setting_id,n,p_x,p_w,p_z,horizon,horizon_label,horizon_order,horizon_description,horizon_rule,horizon_quantile,gpu_requested,gpu_enabled
Revised Conditional,0.15122926346682042,0.03899312061879854,0.15272590582673046,0.06252904899054916,-0.0014966423599100688,0.060743623686032866,0.05080735882180352,1.6070911884307861,RevisedBaselineCensoredSurvivalForest,1.0,0.3573938925871892,RMST,1,linear_linear_informative_strong_beneficial_large,"Linear treatment / linear outcome DGP, informative proxies, strong confounding, beneficial treatment effect",S14,2000,5,5,5,1.5,RMST-H1,1,Paper fixed RMST horizon 1.5,paper_fixed_rmst,,off,False
Final Conditional,0.14870657723785624,0.040089600451633504,0.15445267224272557,0.06211538267908454,-0.005746095004869346,0.04805863747381313,0.03983524627059611,21.26229739189148,ConditionalCensoringFinalCensoredModel,1.0,0.6402912004576825,RMST,1,linear_linear_informative_strong_beneficial_large,"Linear treatment / linear outcome DGP, informative proxies, strong confounding, beneficial treatment effect",S15,2000,5,10,10,1.5,RMST-H1,1,Paper fixed RMST horizon 1.5,paper_fixed_rmst,,off,False
Final Conditional Oracle,0.15331395570656006,0.04798542706500932,0.15445267224272557,0.06211538267908454,-0.0011387165361655355,0.03877721684330199,0.030781025644896157,0.40490269660949707,SingleFileFinalOracleCensoredSurvivalForest,1.0,0.7814692125932861,RMST,1,linear_linear_informative_strong_beneficial_large,"Linear treatment / linear outcome DGP, informative proxies, strong confounding, beneficial treatment effect",S15,2000,5,10,10,1.5,RMST-H1,1,Paper fixed RMST horizon 1.5,paper_fixed_rmst,,off,False
Revised Conditional,0.16680391379528808,0.04103546001194698,0.15445267224272557,0.06211538267908454,0.012351241552562512,0.05487682719080706,0.045332798336044096,1.992264986038208,RevisedBaselineCensoredSurvivalForest,1.0,0.5263607225341275,RMST,1,linear_linear_informative_strong_beneficial_large,"Linear treatment / linear outcome DGP, informative proxies, strong confounding, beneficial treatment effect",S15,2000,5,10,10,1.5,RMST-H1,1,Paper fixed RMST horizon 1.5,paper_fixed_rmst,,off,False
Final Conditional,0.1051482710967197,0.044821761967026294,0.14394559472638394,0.06707338272500406,-0.038797323629664225,0.07363017719750801,0.060395223889158356,35.06284308433533,ConditionalCensoringFinalCensoredModel,1.0,0.4310311109699297,RMST,1,linear_linear_informative_strong_beneficial_large,"Linear treatment / linear outcome DGP, informative proxies, strong confounding, beneficial treatment effect",S16,2000,5,20,20,1.5,RMST-H1,1,Paper fixed RMST horizon 1.5,paper_fixed_rmst,,off,False
Final Conditional Oracle,0.10032205713574002,0.03922896752239344,0.14394559472638394,0.06707338272500406,-0.04362353759064391,0.06567026428666964,0.05246637398983021,0.38088560104370117,SingleFileFinalOracleCensoredSurvivalForest,1.0,0.6894483548497371,RMST,1,linear_linear_informative_strong_beneficial_large,"Linear treatment / linear outcome DGP, informative proxies, strong confounding, beneficial treatment effect",S16,2000,5,20,20,1.5,RMST-H1,1,Paper fixed RMST horizon 1.5,paper_fixed_rmst,,off,False
Revised Conditional,0.09126914970645908,0.02035552777208592,0.14394559472638394,0.06707338272500406,-0.05267644501992485,0.08250768017913442,0.06847482493442074,2.370878219604492,RevisedBaselineCensoredSurvivalForest,1.0,0.3224447580733499,RMST,1,linear_linear_informative_strong_beneficial_large,"Linear treatment / linear outcome DGP, informative proxies, strong confounding, beneficial treatment effect",S16,2000,5,20,20,1.5,RMST-H1,1,Paper fixed RMST horizon 1.5,paper_fixed_rmst,,off,False
Final Conditional,0.13034588800210262,0.02802602306204596,0.15040406901020031,0.06453339006173169,-0.020058181008097697,0.05010031110599279,0.04208197898533924,13.807357549667358,ConditionalCensoringFinalCensoredModel,1.0,0.7857689415373987,RMST,1,linear_linear_informative_strong_beneficial_large,"Linear treatment / linear outcome DGP, informative proxies, strong confounding, beneficial treatment effect",S17,2000,5,1,10,1.5,RMST-H1,1,Paper fixed RMST horizon 1.5,paper_fixed_rmst,,off,False
Final Conditional Oracle,0.14149978836720986,0.03281787669621855,0.15040406901020031,0.06453339006173169,-0.00890428064299042,0.040024126103077165,0.03434401163861995,0.6091465950012207,SingleFileFinalOracleCensoredSurvivalForest,1.0,0.877996328331877,RMST,1,linear_linear_informative_strong_beneficial_large,"Linear treatment / linear outcome DGP, informative proxies, strong confounding, beneficial treatment effect",S17,2000,5,1,10,1.5,RMST-H1,1,Paper fixed RMST horizon 1.5,paper_fixed_rmst,,off,False
Revised Conditional,0.14116638558430594,0.02551623428584444,0.15040406901020031,0.06453339006173169,-0.009237683425894356,0.054435511080181784,0.047130766061708726,1.683823823928833,RevisedBaselineCensoredSurvivalForest,1.0,0.5883908640335047,RMST,1,linear_linear_informative_strong_beneficial_large,"Linear treatment / linear outcome DGP, informative proxies, strong confounding, beneficial treatment effect",S17,2000,5,1,10,1.5,RMST-H1,1,Paper fixed RMST horizon 1.5,paper_fixed_rmst,,off,False
