target,setting_id,case_id,case_slug,model,train_seconds,train_n,test_n
RMST,S06,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,7.975839138031006,16000,20000
survival.probability,S06,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,1.1139576435089111,16000,20000
survival.probability,S06,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,62.082815408706665,16000,20000
survival.probability,S06,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,7.549203395843506,16000,20000
RMST,S06,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,1.3956522941589355,16000,20000
RMST,S06,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,73.65347671508789,16000,20000
RMST,S06,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,7.881906032562256,16000,20000
survival.probability,S06,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,1.1104586124420166,16000,20000
survival.probability,S06,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,60.055888652801514,16000,20000
survival.probability,S06,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,7.5499255657196045,16000,20000
RMST,S06,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,1.2862629890441895,16000,20000
RMST,S06,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional,74.0097770690918,16000,20000
RMST,S06,6,linear_nonlinear_informative_weak_harmful_small,Revised Conditional,8.06239366531372,16000,20000
survival.probability,S06,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,1.1134703159332275,16000,20000
survival.probability,S06,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional,61.971805810928345,16000,20000
survival.probability,S06,6,linear_nonlinear_informative_weak_harmful_small,Revised Conditional,7.558345794677734,16000,20000
RMST,S06,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,1.4060451984405518,16000,20000
RMST,S06,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,75.43868350982666,16000,20000
RMST,S06,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,8.234465837478638,16000,20000
survival.probability,S06,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,1.2153825759887695,16000,20000
survival.probability,S06,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,64.30774641036987,16000,20000
survival.probability,S06,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,7.5314342975616455,16000,20000
RMST,S06,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,1.3042035102844238,16000,20000
RMST,S06,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,75.68386340141296,16000,20000
RMST,S06,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,7.991856813430786,16000,20000
survival.probability,S06,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,1.248624324798584,16000,20000
survival.probability,S06,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,64.87843942642212,16000,20000
survival.probability,S06,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,7.482501745223999,16000,20000
RMST,S06,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,1.2898507118225098,16000,20000
RMST,S06,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional,74.06494379043579,16000,20000
RMST,S06,9,nonlinear_nonlinear_informative_strong_beneficial_large,Revised Conditional,7.959445238113403,16000,20000
survival.probability,S06,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,1.1593208312988281,16000,20000
survival.probability,S06,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional,59.58320116996765,16000,20000
survival.probability,S06,9,nonlinear_nonlinear_informative_strong_beneficial_large,Revised Conditional,7.641403436660767,16000,20000
RMST,S06,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,1.2645440101623535,16000,20000
RMST,S06,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional,74.96600031852722,16000,20000
RMST,S06,10,nonlinear_nonlinear_informative_weak_harmful_small,Revised Conditional,7.9123828411102295,16000,20000
survival.probability,S06,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,1.246570110321045,16000,20000
survival.probability,S06,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional,63.242162466049194,16000,20000
survival.probability,S06,10,nonlinear_nonlinear_informative_weak_harmful_small,Revised Conditional,7.559654712677002,16000,20000
RMST,S06,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,1.263169288635254,16000,20000
RMST,S06,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,76.28455400466919,16000,20000
RMST,S06,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,8.017859935760498,16000,20000
survival.probability,S06,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,1.200364589691162,16000,20000
survival.probability,S06,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,65.73131895065308,16000,20000
survival.probability,S06,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,7.453848123550415,16000,20000
RMST,S06,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,1.6198594570159912,16000,20000
RMST,S06,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,76.88742113113403,16000,20000
RMST,S06,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,7.940118074417114,16000,20000
survival.probability,S06,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,1.1877591609954834,16000,20000
survival.probability,S06,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,65.48391103744507,16000,20000
survival.probability,S06,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,7.5429277420043945,16000,20000
RMST,S07,1,linear_linear_informative_strong_beneficial_large,Final Conditional Oracle,0.3286006450653076,2000,20000
RMST,S07,1,linear_linear_informative_strong_beneficial_large,Final Conditional,7.859236717224121,2000,20000
RMST,S07,1,linear_linear_informative_strong_beneficial_large,Revised Conditional,1.3856532573699951,2000,20000
survival.probability,S07,1,linear_linear_informative_strong_beneficial_large,Final Conditional Oracle,0.5389518737792969,2000,20000
survival.probability,S07,1,linear_linear_informative_strong_beneficial_large,Final Conditional,6.992910385131836,2000,20000
survival.probability,S07,1,linear_linear_informative_strong_beneficial_large,Revised Conditional,1.225874900817871,2000,20000
RMST,S07,2,linear_linear_informative_weak_harmful_small,Final Conditional Oracle,0.30357885360717773,2000,20000
RMST,S07,2,linear_linear_informative_weak_harmful_small,Final Conditional,7.959390640258789,2000,20000
RMST,S07,2,linear_linear_informative_weak_harmful_small,Revised Conditional,1.2381205558776855,2000,20000
survival.probability,S07,2,linear_linear_informative_weak_harmful_small,Final Conditional Oracle,0.3001880645751953,2000,20000
survival.probability,S07,2,linear_linear_informative_weak_harmful_small,Final Conditional,7.12839150428772,2000,20000
survival.probability,S07,2,linear_linear_informative_weak_harmful_small,Revised Conditional,1.3832588195800781,2000,20000
RMST,S07,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3183863162994385,2000,20000
RMST,S07,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional,7.893547534942627,2000,20000
RMST,S07,3,linear_linear_weakproxy_strong_harmful_moderate,Revised Conditional,1.2524011135101318,2000,20000
survival.probability,S07,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3124098777770996,2000,20000
survival.probability,S07,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional,7.462861061096191,2000,20000
survival.probability,S07,3,linear_linear_weakproxy_strong_harmful_moderate,Revised Conditional,1.2445552349090576,2000,20000
RMST,S07,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.31066226959228516,2000,20000
RMST,S07,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,7.992860555648804,2000,20000
RMST,S07,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.256892204284668,2000,20000
survival.probability,S07,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3010263442993164,2000,20000
survival.probability,S07,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,7.266381025314331,2000,20000
survival.probability,S07,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.3777966499328613,2000,20000
RMST,S07,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.3289041519165039,2000,20000
RMST,S07,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,7.826287031173706,2000,20000
RMST,S07,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.2480487823486328,2000,20000
survival.probability,S07,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.2869844436645508,2000,20000
survival.probability,S07,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,7.137776851654053,2000,20000
survival.probability,S07,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.24320387840271,2000,20000
RMST,S07,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.3127627372741699,2000,20000
RMST,S07,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional,8.010399103164673,2000,20000
RMST,S07,6,linear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.3658561706542969,2000,20000
survival.probability,S07,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.3055238723754883,2000,20000
survival.probability,S07,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional,7.247734069824219,2000,20000
survival.probability,S07,6,linear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.2340795993804932,2000,20000
RMST,S07,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.32419657707214355,2000,20000
RMST,S07,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,8.189791679382324,2000,20000
RMST,S07,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.25653076171875,2000,20000
survival.probability,S07,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.30277013778686523,2000,20000
survival.probability,S07,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,7.3676066398620605,2000,20000
survival.probability,S07,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.5066583156585693,2000,20000
RMST,S07,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3226432800292969,2000,20000
RMST,S07,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,8.056696653366089,2000,20000
RMST,S07,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.2448251247406006,2000,20000
survival.probability,S07,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3036777973175049,2000,20000
survival.probability,S07,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,7.530286550521851,2000,20000
survival.probability,S07,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.246002197265625,2000,20000
RMST,S07,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.32158827781677246,2000,20000
RMST,S07,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional,7.947196960449219,2000,20000
RMST,S07,9,nonlinear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.366131067276001,2000,20000
survival.probability,S07,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.30753421783447266,2000,20000
survival.probability,S07,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional,6.999751091003418,2000,20000
survival.probability,S07,9,nonlinear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.2278704643249512,2000,20000
RMST,S07,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.3061800003051758,2000,20000
RMST,S07,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional,8.114088535308838,2000,20000
RMST,S07,10,nonlinear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.2459027767181396,2000,20000
survival.probability,S07,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.2960340976715088,2000,20000
survival.probability,S07,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional,7.1744160652160645,2000,20000
survival.probability,S07,10,nonlinear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.2312977313995361,2000,20000
RMST,S07,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3217899799346924,2000,20000
RMST,S07,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,8.127123594284058,2000,20000
RMST,S07,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.2826180458068848,2000,20000
survival.probability,S07,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.4227278232574463,2000,20000
survival.probability,S07,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,7.555976867675781,2000,20000
survival.probability,S07,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.3341400623321533,2000,20000
RMST,S07,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3149137496948242,2000,20000
RMST,S07,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,8.197664022445679,2000,20000
RMST,S07,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.2655916213989258,2000,20000
survival.probability,S07,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.299609899520874,2000,20000
survival.probability,S07,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,7.439584732055664,2000,20000
survival.probability,S07,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.230722427368164,2000,20000
RMST,S08,1,linear_linear_informative_strong_beneficial_large,Final Conditional Oracle,0.4578406810760498,2000,20000
RMST,S08,1,linear_linear_informative_strong_beneficial_large,Final Conditional,9.252592325210571,2000,20000
RMST,S08,1,linear_linear_informative_strong_beneficial_large,Revised Conditional,1.3394861221313477,2000,20000
survival.probability,S08,1,linear_linear_informative_strong_beneficial_large,Final Conditional Oracle,0.2921142578125,2000,20000
survival.probability,S08,1,linear_linear_informative_strong_beneficial_large,Final Conditional,7.953840732574463,2000,20000
survival.probability,S08,1,linear_linear_informative_strong_beneficial_large,Revised Conditional,1.3530046939849854,2000,20000
RMST,S08,2,linear_linear_informative_weak_harmful_small,Final Conditional Oracle,0.32298946380615234,2000,20000
RMST,S08,2,linear_linear_informative_weak_harmful_small,Final Conditional,9.267244100570679,2000,20000
RMST,S08,2,linear_linear_informative_weak_harmful_small,Revised Conditional,1.3088703155517578,2000,20000
survival.probability,S08,2,linear_linear_informative_weak_harmful_small,Final Conditional Oracle,0.30353283882141113,2000,20000
survival.probability,S08,2,linear_linear_informative_weak_harmful_small,Final Conditional,7.953586101531982,2000,20000
survival.probability,S08,2,linear_linear_informative_weak_harmful_small,Revised Conditional,1.323122262954712,2000,20000
RMST,S08,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3105142116546631,2000,20000
RMST,S08,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional,9.519828796386719,2000,20000
RMST,S08,3,linear_linear_weakproxy_strong_harmful_moderate,Revised Conditional,1.295454502105713,2000,20000
survival.probability,S08,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3110160827636719,2000,20000
survival.probability,S08,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional,8.009561538696289,2000,20000
survival.probability,S08,3,linear_linear_weakproxy_strong_harmful_moderate,Revised Conditional,1.5315556526184082,2000,20000
RMST,S08,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3287959098815918,2000,20000
RMST,S08,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,9.388308048248291,2000,20000
RMST,S08,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.3235628604888916,2000,20000
survival.probability,S08,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3120608329772949,2000,20000
survival.probability,S08,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,8.129510879516602,2000,20000
survival.probability,S08,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.443864107131958,2000,20000
RMST,S08,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.31738948822021484,2000,20000
RMST,S08,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,9.388200521469116,2000,20000
RMST,S08,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.532170295715332,2000,20000
survival.probability,S08,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.30024170875549316,2000,20000
survival.probability,S08,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,8.087332725524902,2000,20000
survival.probability,S08,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.4025437831878662,2000,20000
RMST,S08,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.33513641357421875,2000,20000
RMST,S08,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional,9.494225978851318,2000,20000
RMST,S08,6,linear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.3423247337341309,2000,20000
survival.probability,S08,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.3050403594970703,2000,20000
survival.probability,S08,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional,8.176877737045288,2000,20000
survival.probability,S08,6,linear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.3351242542266846,2000,20000
RMST,S08,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.33228302001953125,2000,20000
RMST,S08,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,9.414920091629028,2000,20000
RMST,S08,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.287775993347168,2000,20000
survival.probability,S08,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.43611693382263184,2000,20000
survival.probability,S08,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,8.409825563430786,2000,20000
survival.probability,S08,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.2725350856781006,2000,20000
RMST,S08,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.31952619552612305,2000,20000
RMST,S08,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,9.588955879211426,2000,20000
RMST,S08,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.3547661304473877,2000,20000
survival.probability,S08,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.32751011848449707,2000,20000
survival.probability,S08,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,8.235528707504272,2000,20000
survival.probability,S08,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.4546825885772705,2000,20000
RMST,S08,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.31946873664855957,2000,20000
RMST,S08,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional,9.286580801010132,2000,20000
RMST,S08,9,nonlinear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.3021996021270752,2000,20000
survival.probability,S08,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.31384968757629395,2000,20000
survival.probability,S08,9,nonlinear_nonlinear_informative_strong_beneficial_large,Final Conditional,8.01396369934082,2000,20000
survival.probability,S08,9,nonlinear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.2923929691314697,2000,20000
RMST,S08,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.31797194480895996,2000,20000
RMST,S08,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional,9.580922842025757,2000,20000
RMST,S08,10,nonlinear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.324652910232544,2000,20000
survival.probability,S08,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.3130934238433838,2000,20000
survival.probability,S08,10,nonlinear_nonlinear_informative_weak_harmful_small,Final Conditional,8.317910194396973,2000,20000
survival.probability,S08,10,nonlinear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.4228668212890625,2000,20000
RMST,S08,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3284568786621094,2000,20000
RMST,S08,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,9.644137144088745,2000,20000
RMST,S08,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.3908061981201172,2000,20000
survival.probability,S08,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.33116888999938965,2000,20000
survival.probability,S08,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,8.696688890457153,2000,20000
survival.probability,S08,11,nonlinear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.300574541091919,2000,20000
RMST,S08,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.32152295112609863,2000,20000
RMST,S08,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,9.708942651748657,2000,20000
RMST,S08,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.4343006610870361,2000,20000
survival.probability,S08,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.30851316452026367,2000,20000
survival.probability,S08,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,8.3850839138031,2000,20000
survival.probability,S08,12,nonlinear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.294386386871338,2000,20000
RMST,S09,1,linear_linear_informative_strong_beneficial_large,Final Conditional Oracle,0.3173551559448242,2000,20000
RMST,S09,1,linear_linear_informative_strong_beneficial_large,Final Conditional,11.61767292022705,2000,20000
RMST,S09,1,linear_linear_informative_strong_beneficial_large,Revised Conditional,1.576357364654541,2000,20000
survival.probability,S09,1,linear_linear_informative_strong_beneficial_large,Final Conditional Oracle,0.31925201416015625,2000,20000
survival.probability,S09,1,linear_linear_informative_strong_beneficial_large,Final Conditional,9.414374113082886,2000,20000
survival.probability,S09,1,linear_linear_informative_strong_beneficial_large,Revised Conditional,1.5625653266906738,2000,20000
RMST,S09,2,linear_linear_informative_weak_harmful_small,Final Conditional Oracle,0.3303699493408203,2000,20000
RMST,S09,2,linear_linear_informative_weak_harmful_small,Final Conditional,11.544652938842773,2000,20000
RMST,S09,2,linear_linear_informative_weak_harmful_small,Revised Conditional,1.4670414924621582,2000,20000
survival.probability,S09,2,linear_linear_informative_weak_harmful_small,Final Conditional Oracle,0.31055593490600586,2000,20000
survival.probability,S09,2,linear_linear_informative_weak_harmful_small,Final Conditional,9.716164112091064,2000,20000
survival.probability,S09,2,linear_linear_informative_weak_harmful_small,Revised Conditional,1.4483237266540527,2000,20000
RMST,S09,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3290748596191406,2000,20000
RMST,S09,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional,11.503876209259033,2000,20000
RMST,S09,3,linear_linear_weakproxy_strong_harmful_moderate,Revised Conditional,1.427915096282959,2000,20000
survival.probability,S09,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3086717128753662,2000,20000
survival.probability,S09,3,linear_linear_weakproxy_strong_harmful_moderate,Final Conditional,9.787415027618408,2000,20000
survival.probability,S09,3,linear_linear_weakproxy_strong_harmful_moderate,Revised Conditional,1.4406070709228516,2000,20000
RMST,S09,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.47241997718811035,2000,20000
RMST,S09,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,11.555925369262695,2000,20000
RMST,S09,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.4242732524871826,2000,20000
survival.probability,S09,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.327913761138916,2000,20000
survival.probability,S09,4,linear_linear_weakproxy_weak_nearnull_harmful,Final Conditional,9.803095579147339,2000,20000
survival.probability,S09,4,linear_linear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.5094707012176514,2000,20000
RMST,S09,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.32875776290893555,2000,20000
RMST,S09,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,11.527025938034058,2000,20000
RMST,S09,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.4336628913879395,2000,20000
survival.probability,S09,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional Oracle,0.31310105323791504,2000,20000
survival.probability,S09,5,linear_nonlinear_informative_strong_beneficial_large,Final Conditional,9.652764558792114,2000,20000
survival.probability,S09,5,linear_nonlinear_informative_strong_beneficial_large,Revised Conditional,1.4277653694152832,2000,20000
RMST,S09,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.32095909118652344,2000,20000
RMST,S09,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional,11.888193368911743,2000,20000
RMST,S09,6,linear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.4292237758636475,2000,20000
survival.probability,S09,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional Oracle,0.30377984046936035,2000,20000
survival.probability,S09,6,linear_nonlinear_informative_weak_harmful_small,Final Conditional,9.883009195327759,2000,20000
survival.probability,S09,6,linear_nonlinear_informative_weak_harmful_small,Revised Conditional,1.423457145690918,2000,20000
RMST,S09,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3292384147644043,2000,20000
RMST,S09,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,11.618252038955688,2000,20000
RMST,S09,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.7127153873443604,2000,20000
survival.probability,S09,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional Oracle,0.3163440227508545,2000,20000
survival.probability,S09,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Final Conditional,10.022144079208374,2000,20000
survival.probability,S09,7,linear_nonlinear_weakproxy_strong_harmful_moderate,Revised Conditional,1.4202072620391846,2000,20000
RMST,S09,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.32416772842407227,2000,20000
RMST,S09,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,11.894557237625122,2000,20000
RMST,S09,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.421435832977295,2000,20000
survival.probability,S09,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional Oracle,0.3060300350189209,2000,20000
survival.probability,S09,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Final Conditional,9.752860307693481,2000,20000
survival.probability,S09,8,linear_nonlinear_weakproxy_weak_nearnull_harmful,Revised Conditional,1.5698001384735107,2000,20000
