model_name,display_name,design,term,coef,se,tvalue,pvalue,ci_lower,ci_upper
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Constant,-51.99415309070886,245.95259191699637,-0.21139908583787462,0.8325758700209219,-534.052375152299,430.0640689708812
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Age,1.6056898030962299,1.5132814753274817,1.061064864187775,0.2886604241977365,-1.3602873870172725,4.571666993209732
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Weight,-0.9906714187860781,1.1639761543451101,-0.8511097199782939,0.39470840649938277,-3.272022760165929,1.2906799225937728
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Karnofsky score,0.5551403558294381,2.2372602303630553,0.248134011544715,0.8040307209189229,-3.8298091197259354,4.940089831384812
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,CD4 count,-0.04729934020544433,0.14477350204771436,-0.32671268938327847,0.7438852017595438,-0.3310501901347003,0.2364515097238116
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,CD8 count,0.02418513167859619,0.04877188860437071,0.49588261538899747,0.6199772322700987,-0.07140601344396988,0.11977627680116226
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Gender,-2.138109994765213,50.862676768763045,-0.04203691450384534,0.9664692705951473,-101.82712461884287,97.55090462931244
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Homosexual activity,-5.497446972118377,42.56661667779559,-0.12914925829625684,0.8972395458610821,-88.92648260431974,77.93158866008298
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Race,45.03274588831474,29.85963308314856,1.5081479991034856,0.1315166527737081,-13.491059546237125,103.55655132286661
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Symptomatic status,-5.343687671553182,34.07917766893827,-0.1568021307164265,0.8754007935572253,-72.13764852541387,61.4502731823075
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Intravenous drug use,41.14694922575669,41.57630351828254,0.9896731008725427,0.3223339268616785,-40.34110828038303,122.63500673189642
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Haemophilia,-24.208810087549587,59.11626044731464,-0.4095118653373697,0.6821640610508959,-140.07455146497597,91.65693128987681
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Antiretroviral history,18.650126321318705,26.444346352292108,0.7052594937632926,0.48064876326183514,-33.17984012387697,70.48009276651439
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,CD4 count 20± 5 weeks,0.04385070665153433,0.12233234381416219,0.3584555423719251,0.7200024324242182,-0.19591628136859485,0.2836176946716635
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,CD8 count 20± 5 weeks,-0.026456163540138914,0.04745032566532118,-0.5575549412819786,0.5771483322851673,-0.11945709289886501,0.06654476581858719
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",Age only,Constant,-49.93675212109812,51.661957342932574,-0.966605887377001,0.3337410903417638,-151.19232788409056,51.31882364189432
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",Age only,Age,1.5093518661742629,1.429519859789212,1.0558453286523928,0.2910388851229274,-1.2924555741973405,4.311159306545866
