name,mean_pred,std_pred,mean_true_cate,std_true_cate,bias,rmse,mae,total_time,backend,sign_precision,pearson_correlation,target,case_id,case_slug,case_title,setting_id,n,p_x,p_w,p_z,horizon
R-CSF Baseline,0.0795317856982844,0.0217465155849472,0.0638179119381971,0.0244290575291551,0.0157138737600872,0.0377790734898003,0.0301189938550941,2.008779764175415,GRFCensoredBaseline,1.0,-0.1041349864413695,survival.probability,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S01,500,5,1,1,0.2873070264876396
R-CSF Baseline,0.0239410032084173,0.0217890119830671,0.0688891293692995,0.0282094473336514,-0.0449481261608821,0.056221568960898,0.0465629943579167,2.707031011581421,GRFCensoredBaseline,0.828,0.1057528064326586,RMST,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S02,1000,5,1,1,2.1132953249860096
R-CSF Baseline,0.0326253374351972,0.0223203232722323,0.0713824952174334,0.0183350185452192,-0.0387571577822361,0.0470252560380987,0.0409146417769597,2.5211870670318604,GRFCensoredBaseline,0.932,0.1528580140726592,survival.probability,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S02,1000,5,1,1,0.2882976949800815
R-CSF Baseline,0.0580217799638803,0.0510741835783707,0.0813594160021898,0.0536777437470334,-0.0233376360383094,0.0847706249251624,0.0574627651170265,3.9810757637023926,GRFCensoredBaseline,0.8755,-0.2100166837065123,RMST,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S03,2000,5,1,1,3.745578462332876
R-CSF Baseline,0.0448842783179219,0.0152218880370387,0.0630750090727684,0.0245102709805933,-0.0181907307548464,0.0314750640976111,0.0258661160966961,3.788515567779541,GRFCensoredBaseline,1.0,0.2314201408872783,survival.probability,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S03,2000,5,1,1,0.28995987039785
R-CSF Baseline,-0.0078741855716312,0.0483189451577725,0.0741597787856929,0.0398380387597482,-0.0820339643573241,0.1060772702166942,0.0829091140280992,9.667942762374878,GRFCensoredBaseline,0.47675,-0.1561162035681053,RMST,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S04,4000,5,1,1,3.340507683281546
R-CSF Baseline,0.0357502273525931,0.0188264551560937,0.0678333406239524,0.0208915940451003,-0.0320831132713592,0.0399528604958888,0.0341091916108567,6.564470291137695,GRFCensoredBaseline,0.97,0.2847455670264615,survival.probability,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S04,4000,5,1,1,0.2826141512794781
R-CSF Baseline,0.0255467703153683,0.065529061193223,0.0769425439714127,0.0455111832936876,-0.0513957736560444,0.1017813904807143,0.0628377066053018,18.40270113945008,GRFCensoredBaseline,0.790375,-0.2267709340019643,RMST,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S05,8000,5,1,1,3.4349707148158584
R-CSF Baseline,0.0633763965383947,0.0168840489854771,0.0650578757796712,0.0229089152330222,-0.0016814792412764,0.0241537089735539,0.0195717226158284,16.103890895843506,GRFCensoredBaseline,1.0,0.2964297316693602,survival.probability,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S05,8000,5,1,1,0.2847828048360358
R-CSF Baseline,0.0665974268509019,0.0455974881731691,0.070017657253575,0.0263564112894258,-0.003420230402673,0.0481707163309477,0.0354190806446163,62.93752932548523,GRFCensoredBaseline,0.931875,0.1934917485671098,RMST,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S06,16000,5,1,1,3.17125944510143
R-CSF Baseline,0.0682953788092982,0.0220296320788813,0.0742150673049745,0.0155939180530508,-0.0059196884956762,0.0215249335377248,0.0171712709140083,53.83627247810364,GRFCensoredBaseline,0.9995,0.436928977362065,survival.probability,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S06,16000,5,1,1,0.290880321103656
R-CSF Baseline,0.0563485054023187,0.0212609282445002,0.0669045612456959,0.0164760170783021,-0.0105560558433771,0.0305115010688228,0.0250518522463098,3.5230791568756104,GRFCensoredBaseline,0.999,-0.1370774056704329,RMST,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S07,2000,2,1,1,1.8891925669515952
R-CSF Baseline,0.081954982231532,0.0395164156163573,0.0783958985856454,0.01126109762325,0.0035590836458865,0.0357021123883432,0.0301681815025863,3.35422158241272,GRFCensoredBaseline,0.991,0.4790869455892795,survival.probability,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S07,2000,2,1,1,0.3018813516662252
R-CSF Baseline,0.0580217799638803,0.0510741835783707,0.0813594160021898,0.0536777437470334,-0.0233376360383094,0.0847706249251624,0.0574627651170265,3.805633068084717,GRFCensoredBaseline,0.8755,-0.2100166837065123,RMST,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S08,2000,5,1,1,3.745578462332876
R-CSF Baseline,0.0448842783179219,0.0152218880370387,0.0630750090727684,0.0245102709805933,-0.0181907307548464,0.0314750640976111,0.0258661160966961,3.665204524993897,GRFCensoredBaseline,1.0,0.2314201408872783,survival.probability,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S08,2000,5,1,1,0.28995987039785
R-CSF Baseline,0.0015896950099629,0.0171964405790052,0.0795320003842584,0.0498351563388322,-0.0779423053742954,0.0934108214055923,0.0780580849643605,4.36033821105957,GRFCensoredBaseline,0.5355,0.0750780009143139,RMST,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S09,2000,10,1,1,3.9478715533676456
R-CSF Baseline,0.0421394947969153,0.0125672374284417,0.0631370079919917,0.0233943975832482,-0.0209975131950764,0.0334311339948961,0.0281977886251612,4.213191509246826,GRFCensoredBaseline,0.9995,0.0484487233255322,survival.probability,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S09,2000,10,1,1,0.2749119619001628
R-CSF Baseline,-1.0429678907437785,1.184563596325538,0.1471390975061186,0.194717039184586,-1.190106988249897,1.7353072871780972,1.3005014959483945,5.581127405166626,GRFCensoredBaseline,0.1845,-0.3334661889781319,RMST,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S10,2000,20,1,1,12.914168521876798
R-CSF Baseline,0.1107553264647675,0.0132107266188432,0.0397851646112702,0.0322324564983231,0.0709701618534973,0.0791977794663543,0.071085198238155,5.251019239425659,GRFCensoredBaseline,0.999,-0.025914883387974,survival.probability,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S10,2000,20,1,1,0.2510123081201167
R-CSF Baseline,0.2329891878009185,0.0770553109942086,0.1443090592802009,0.1892311359625866,0.0886801285207175,0.2033137528718006,0.1734254654215318,6.588010787963867,GRFCensoredBaseline,0.9995,0.2837074632189809,RMST,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S11,2000,40,1,1,12.584890809052313
R-CSF Baseline,0.0532295010743367,0.0146727975754517,0.0383785707313144,0.0321739499798185,0.0148509303430223,0.0390684682918814,0.0340316446669344,6.282892227172852,GRFCensoredBaseline,0.999,-0.0586138145431518,survival.probability,2,linear_linear_informative_weak_harmful_small,"Linear treatment / linear outcome DGP, informative proxies, weak confounding, small beneficial treatment effect",S11,2000,40,1,1,0.2463745159361193
