rank,name,avg_pred_cate,avg_true_cate,avg_rmse,avg_mae,avg_pearson_correlation,avg_bias,avg_sign_precision,avg_total_time
1,Final Model Oracle,0.16502276644915875,0.1625336622607802,0.0994264869191243,0.05589457893434336,0.7484966907207115,0.002489104188378564,0.96803125,0.5179282652609276
2,Final Model,0.11380868608145431,0.1625336622607802,0.19127099007486056,0.11335065378478677,0.42528836517092006,-0.048724976179325884,0.8478470643939394,20.37679113583131
3,R-CSF Baseline,0.1033050505687787,0.1625336622607802,0.26708027819708396,0.19633962027226357,0.11607432418603494,-0.05922861169200149,0.7430688920454546,9.226993773922775
4,Strict Baseline Oracle,0.07500876844865136,0.1625336622607802,0.33651973763579013,0.23145416707616337,0.014483981423321819,-0.08752489381212884,0.6393089488636363,11.351100928855665
5,Strict Baseline,0.08725322584995919,0.1625336622607802,0.4095154389880211,0.28188125456420376,0.046045041288203456,-0.07528043641082102,0.639884706439394,11.522879565303976
