name,avg_rmse,avg_mae,avg_pearson,avg_bias,avg_sign_precision,avg_total_time
Final Conditional Dup Full,0.19258517813232678,0.11830241676146237,0.42866478918627515,-0.0533615208114574,0.8213312026515152,17.61574860142939
Final Conditional BroadDup Raw-Only,0.20037474628347848,0.13663655405925249,0.27650109134033213,-0.0496971561575142,0.8324419981060607,22.242436388225265
Final Conditional Dup Raw-Only,0.20699339793136834,0.1429411881828654,0.26397086071992065,-0.06119726197758681,0.8051403882575757,17.420100053151447
